student_id,concept_id,num_questions,confusion_score,help_requests,recency_days,help_style
S0040,K044,6,0.378,2,16,explanation
S0040,K018,6,0.345,2,21,explanation
S0040,K071,3,0.121,0,14,explanation
S0040,K022,5,0.431,1,19,explanation
S0040,K019,2,0.227,0,20,explanation
S0040,K070,3,0.185,0,10,explanation
S0040,K021,5,0.279,1,14,explanation
S0040,K003,6,0.203,1,25,explanation
S0040,K058,3,0.065,0,17,explanation
S0040,K077,10,0.204,2,15,explanation
S0040,K062,5,0.24,1,18,explanation
S0040,K055,6,0.322,1,18,explanation
S0040,K046,5,0.189,1,14,explanation
S0040,K078,4,0.301,1,3,explanation
S0040,K015,2,0.255,0,15,explanation
S0040,K073,1,0.005,0,9,explanation
S0041,K025,8,0.541,3,18,practice
S0041,K031,8,0.714,3,24,practice
S0041,K072,5,0.404,1,18,practice
S0041,K005,6,0.38,2,24,practice
S0041,K040,12,0.653,5,18,practice
S0041,K004,9,0.343,3,28,practice
S0041,K024,11,0.611,4,18,practice
S0041,K067,8,0.525,3,26,practice
S0041,K018,7,0.636,3,18,practice
S0041,K032,8,0.394,2,16,practice
S0041,K059,10,0.439,3,16,practice
S0041,K027,9,0.476,3,19,practice
S0041,K064,15,0.556,6,29,practice
S0041,K034,6,0.67,2,24,practice
S0041,K077,11,0.429,4,25,practice
S0042,K026,6,0.709,2,16,explanation
S0042,K072,8,0.407,2,24,explanation
S0042,K060,8,0.851,4,24,explanation
S0042,K011,7,0.452,2,21,explanation
S0042,K049,7,0.882,3,21,explanation
S0042,K004,12,0.705,5,24,explanation
S0042,K009,10,0.68,4,21,explanation
S0042,K034,5,0.828,2,18,explanation
S0042,K003,10,0.783,5,26,explanation
S0042,K041,13,0.684,6,21,explanation
S0042,K046,9,0.746,4,19,explanation
S0042,K079,3,0.419,1,27,explanation
S0043,K020,13,0.661,6,22,diagram
S0043,K025,7,0.499,2,28,diagram
S0043,K011,9,0.421,3,11,diagram
S0043,K068,4,0.532,1,24,diagram
S0043,K005,8,0.414,2,21,diagram
S0043,K018,8,0.462,3,18,diagram
S0043,K052,8,0.631,3,26,diagram
S0043,K059,5,0.546,2,27,diagram
S0043,K027,11,0.513,4,21,diagram
S0043,K047,9,0.567,3,15,diagram
S0043,K021,11,0.636,4,27,diagram
S0043,K034,11,0.574,4,22,diagram
S0043,K053,13,0.491,5,21,diagram
S0043,K033,11,0.482,4,21,diagram
S0043,K080,9,0.444,3,17,diagram
S0044,K072,3,0.503,1,25,diagram
S0044,K065,7,0.479,2,23,diagram
S0044,K049,7,0.521,2,22,diagram
S0044,K005,6,0.376,2,7,diagram
S0044,K004,5,0.423,1,21,diagram
S0044,K076,4,0.312,1,19,diagram
S0044,K035,6,0.536,2,22,diagram
S0044,K071,7,0.381,2,13,diagram
S0044,K027,7,0.399,2,25,diagram
S0044,K022,5,0.491,1,18,diagram
S0044,K064,6,0.258,1,20,diagram
S0044,K080,8,0.226,2,20,diagram
S0044,K078,4,0.21,1,10,diagram
S0044,K079,9,0.238,2,12,diagram
S0044,K073,8,0.481,3,17,diagram
S0045,K075,6,0.594,2,28,diagram
S0045,K037,8,0.74,3,21,diagram
S0045,K023,12,0.672,5,22,diagram
S0045,K051,14,0.921,7,26,diagram
S0045,K011,8,0.546,3,27,diagram
S0045,K050,8,0.814,4,18,diagram
S0045,K010,11,0.741,5,24,diagram
S0045,K005,4,0.634,1,18,diagram
S0045,K032,8,0.699,3,17,diagram
S0045,K014,8,0.767,4,23,diagram
S0045,K007,14,0.548,5,29,diagram
S0045,K047,9,0.694,4,34,diagram
S0045,K058,7,0.652,3,29,diagram
S0045,K080,13,0.517,5,23,diagram
S0046,K025,8,0.378,2,30,practice
S0046,K065,6,0.464,2,22,practice
S0046,K068,7,0.45,2,27,practice
S0046,K005,4,0.319,1,18,practice
S0046,K009,2,0.37,0,26,practice
S0046,K018,2,0.479,0,27,practice
S0046,K071,6,0.367,2,27,practice
S0046,K019,8,0.838,4,18,practice
S0046,K056,7,0.474,2,32,practice
S0046,K021,9,0.586,3,19,practice
S0046,K008,10,0.362,3,16,practice
S0046,K073,7,0.258,2,23,practice
S0047,K020,5,0.335,1,17,explanation
S0047,K028,9,0.522,3,21,explanation
S0047,K051,6,0.42,2,24,explanation
S0047,K001,1,0.263,0,21,explanation
S0047,K018,7,0.238,2,20,explanation
S0047,K059,7,0.176,1,20,explanation
S0047,K019,5,0.426,1,14,explanation
S0047,K014,6,0.503,2,15,explanation
S0047,K047,5,0.382,1,21,explanation
S0047,K053,5,0.472,1,9,explanation
S0047,K046,8,0.367,2,24,explanation
S0048,K037,8,0.452,3,18,practice
S0048,K026,4,0.572,1,24,practice
S0048,K051,9,0.632,4,29,practice
S0048,K010,9,0.513,3,19,practice
S0048,K068,8,0.705,3,28,practice
S0048,K004,7,0.468,2,24,practice
S0048,K009,13,0.549,5,18,practice
S0048,K027,5,0.543,2,23,practice
S0048,K022,6,0.546,2,18,practice
S0048,K019,8,0.681,3,10,practice
S0048,K014,7,0.353,2,16,practice
S0048,K047,4,0.428,1,25,practice
S0048,K021,10,0.712,4,18,practice
S0048,K003,11,0.403,3,10,practice
S0048,K008,14,0.575,6,27,practice
S0048,K033,10,0.454,3,23,practice
S0048,K002,5,0.602,2,14,practice
S0049,K020,9,0.44,3,24,practice
S0049,K075,7,0.331,2,26,practice
S0049,K011,2,0.235,0,20,practice
S0049,K069,4,0.424,1,16,practice
S0049,K018,7,0.566,2,15,practice
S0049,K045,3,0.454,1,16,practice
S0049,K059,7,0.388,2,23,practice
S0049,K071,6,0.415,2,15,practice
S0049,K027,8,0.397,2,19,practice
S0049,K043,7,0.335,2,30,practice
S0049,K070,6,0.45,2,24,practice
S0049,K021,8,0.631,3,16,practice
S0049,K003,7,0.329,2,16,practice
S0049,K008,4,0.463,1,21,practice
S0049,K053,8,0.394,2,15,practice
S0049,K016,3,0.522,1,16,practice
S0049,K073,3,0.38,1,22,practice
S0050,K075,7,0.377,2,20,practice
S0050,K029,4,0.467,1,10,practice
S0050,K037,7,0.508,2,22,practice
S0050,K023,11,0.504,4,24,practice
S0050,K010,8,0.43,2,22,practice
S0050,K005,12,0.351,4,19,practice
S0050,K044,5,0.512,2,20,practice
S0050,K018,7,0.419,2,18,practice
S0050,K035,9,0.64,4,21,practice
S0050,K014,5,0.387,1,14,practice
S0050,K064,8,0.373,2,21,practice
S0050,K041,3,0.373,1,12,practice
S0050,K080,5,0.31,1,21,practice
S0050,K079,6,0.428,2,10,practice
S0051,K029,8,0.538,3,12,diagram
S0051,K037,6,0.452,2,16,diagram
S0051,K025,8,0.488,3,15,diagram
S0051,K065,7,0.279,2,12,diagram
S0051,K011,2,0.205,0,8,diagram
S0051,K036,3,0.561,1,19,diagram
S0051,K040,11,0.395,3,10,diagram
S0051,K044,6,0.407,2,8,diagram
S0051,K076,7,0.379,2,8,diagram
S0051,K032,13,0.414,4,21,diagram
S0051,K045,6,0.631,2,15,diagram
S0051,K063,9,0.438,3,14,diagram
S0051,K048,12,0.446,4,9,diagram
S0051,K047,5,0.356,1,14,diagram
S0051,K058,11,0.247,3,20,diagram
S0051,K033,9,0.36,3,14,diagram
S0051,K078,7,0.237,2,11,diagram
S0051,K042,6,0.426,2,8,diagram
S0051,K079,4,0.252,1,19,diagram
S0051,K054,5,0.539,2,2,diagram
S0052,K075,10,0.291,3,14,practice
S0052,K023,13,0.474,5,9,practice
S0052,K026,5,0.483,1,20,practice
S0052,K031,13,0.588,5,20,practice
S0052,K001,5,0.38,1,15,practice
S0052,K060,8,0.484,3,21,practice
S0052,K057,7,0.42,2,11,practice
S0052,K009,5,0.297,1,24,practice
S0052,K052,7,0.533,2,19,practice
S0052,K032,7,0.463,2,15,practice
S0052,K045,3,0.44,1,9,practice
S0052,K006,7,0.477,2,8,practice
S0052,K059,4,0.421,1,26,practice
S0052,K014,7,0.363,2,14,practice
S0052,K043,12,0.504,4,21,practice
S0052,K063,9,0.49,3,28,practice
S0052,K003,6,0.403,2,23,practice
S0052,K041,1,0.447,0,23,practice
S0052,K033,13,0.558,5,17,practice
S0052,K055,5,0.447,1,18,practice
S0052,K002,5,0.45,1,32,practice
S0052,K079,2,0.376,0,9,practice
S0052,K054,11,0.638,5,20,practice
S0053,K037,4,0.121,0,20,diagram
S0053,K026,4,0.137,1,11,diagram
S0053,K031,2,0.183,0,25,diagram
S0053,K060,6,0.124,1,20,diagram
S0053,K011,2,0.003,0,17,diagram
S0053,K030,3,0.247,0,16,diagram
S0053,K050,4,0.174,1,15,diagram
S0053,K013,3,0.109,0,16,diagram
S0053,K040,2,0.015,0,14,diagram
S0053,K024,5,0.131,1,23,diagram
S0053,K057,4,0.068,0,11,diagram
S0053,K052,2,0.289,0,19,diagram
S0053,K035,8,0.419,2,29,diagram
S0053,K071,5,0.103,1,13,diagram
S0053,K048,3,0.059,0,14,diagram
S0053,K017,2,0.0,0,18,diagram
S0053,K056,4,0.153,1,18,diagram
S0053,K008,5,0.081,1,19,diagram
S0053,K033,4,0.146,1,17,diagram
S0053,K080,1,0.066,0,16,diagram
S0053,K002,7,0.241,2,23,diagram
S0053,K079,2,0.103,0,17,diagram
S0053,K073,5,0.142,1,19,diagram
S0054,K075,4,0.615,1,13,explanation
S0054,K028,5,0.5,2,15,explanation
S0054,K060,12,0.459,4,22,explanation
S0054,K010,4,0.344,1,20,explanation
S0054,K061,2,0.478,0,24,explanation
S0054,K013,6,0.374,2,22,explanation
S0054,K049,5,0.34,1,16,explanation
S0054,K057,6,0.281,1,16,explanation
S0054,K007,8,0.153,2,20,explanation
S0054,K070,7,0.456,2,20,explanation
S0054,K047,6,0.414,2,18,explanation
S0054,K003,8,0.498,3,15,explanation
S0054,K008,6,0.414,2,19,explanation
S0054,K077,6,0.43,2,18,explanation
S0054,K062,8,0.486,3,28,explanation
S0054,K078,6,0.341,2,27,explanation
S0054,K079,7,0.359,2,17,explanation
S0055,K020,5,0.277,1,29,explanation
S0055,K023,2,0.248,0,19,explanation
S0055,K072,6,0.0,1,29,explanation
S0055,K065,8,0.279,2,19,explanation
S0055,K050,10,0.251,3,26,explanation
S0055,K013,7,0.267,2,30,explanation
S0055,K068,9,0.365,3,15,explanation
S0055,K005,3,0.165,0,23,explanation
S0055,K004,8,0.246,2,21,explanation
S0055,K024,7,0.24,2,19,explanation
S0055,K044,7,0.442,2,18,explanation
S0055,K069,7,0.274,2,12,explanation
S0055,K018,6,0.484,2,20,explanation
S0055,K032,5,0.362,1,25,explanation
S0055,K045,3,0.249,0,22,explanation
S0055,K006,4,0.274,1,19,explanation
S0055,K035,5,0.15,1,18,explanation
S0055,K022,5,0.284,1,22,explanation
S0055,K014,5,0.357,1,19,explanation
S0055,K043,3,0.326,0,15,explanation
S0055,K063,1,0.239,0,16,explanation
S0055,K048,9,0.377,3,16,explanation
S0055,K017,3,0.232,0,10,explanation
S0055,K003,8,0.325,2,24,explanation
S0055,K008,7,0.194,1,23,explanation
S0055,K046,7,0.346,2,17,explanation
S0055,K015,6,0.179,1,19,explanation
S0055,K042,8,0.22,2,21,explanation
S0055,K073,7,0.309,2,26,explanation
S0056,K051,7,0.508,2,24,diagram
S0056,K072,8,0.321,2,15,diagram
S0056,K065,5,0.279,1,22,diagram
S0056,K011,5,0.364,1,27,diagram
S0056,K013,11,0.311,3,14,diagram
S0056,K024,4,0.407,1,20,diagram
S0056,K044,9,0.54,3,15,diagram
S0056,K009,12,0.505,4,34,diagram
S0056,K059,8,0.294,2,15,diagram
S0056,K027,8,0.379,2,16,diagram
S0056,K014,1,0.255,0,12,diagram
S0056,K064,9,0.565,3,17,diagram
S0056,K021,9,0.454,3,24,diagram
S0056,K058,4,0.401,1,17,diagram
S0056,K077,6,0.342,2,9,diagram
S0056,K062,6,0.407,2,14,diagram
S0056,K055,3,0.408,1,18,diagram
S0056,K073,8,0.131,2,16,diagram
S0057,K029,7,0.684,3,27,examples
S0057,K037,4,0.304,1,27,examples
S0057,K028,4,0.484,1,22,examples
S0057,K031,10,0.676,4,18,examples
S0057,K072,2,0.272,0,24,examples
S0057,K013,6,0.51,2,21,examples
S0057,K068,8,0.427,2,19,examples
S0057,K005,3,0.302,0,17,examples
S0057,K069,7,0.305,2,13,examples
S0057,K071,3,0.246,0,16,examples
S0057,K047,2,0.337,0,13,examples
S0057,K034,5,0.591,2,29,examples
S0057,K033,7,0.363,2,21,examples
S0057,K002,8,0.378,2,18,examples
S0057,K041,3,0.444,1,18,examples
S0058,K023,5,0.214,1,21,examples
S0058,K026,6,0.455,2,15,examples
S0058,K010,3,0.236,0,12,examples
S0058,K050,2,0.276,0,16,examples
S0058,K013,3,0.384,1,11,examples
S0058,K044,7,0.333,2,12,examples
S0058,K045,4,0.279,1,21,examples
S0058,K071,3,0.215,0,14,examples
S0058,K019,7,0.339,2,16,examples
S0058,K043,4,0.321,1,16,examples
S0058,K041,5,0.236,1,17,examples
S0058,K073,7,0.441,2,13,examples
S0059,K020,8,0.29,2,20,practice
S0059,K025,4,0.337,1,20,practice
S0059,K031,6,0.288,1,15,practice
S0059,K036,4,0.267,1,23,practice
S0059,K010,3,0.148,0,16,practice
S0059,K061,1,0.286,0,22,practice
S0059,K049,3,0.314,0,35,practice
S0059,K004,8,0.399,2,21,practice
S0059,K024,4,0.279,1,23,practice
S0059,K076,5,0.169,1,28,practice
S0059,K006,2,0.123,0,22,practice
S0059,K071,7,0.296,2,17,practice
S0059,K022,7,0.339,2,26,practice
S0059,K019,9,0.258,2,19,practice
S0059,K017,10,0.541,4,23,practice
S0059,K034,6,0.448,2,25,practice
S0059,K008,5,0.246,1,11,practice
S0059,K033,3,0.238,0,16,practice
S0059,K002,5,0.338,1,33,practice
S0059,K015,6,0.433,2,15,practice
S0059,K039,4,0.414,1,17,practice
S0059,K073,5,0.036,1,14,practice
S0060,K036,12,0.939,6,25,diagram
S0060,K061,15,0.595,6,15,diagram
S0060,K013,13,0.589,5,21,diagram
S0060,K040,8,0.642,3,27,diagram
S0060,K044,9,0.804,4,18,diagram
S0060,K076,8,0.518,3,29,diagram
S0060,K018,13,0.74,6,28,diagram
S0060,K045,6,0.649,2,18,diagram
S0060,K053,12,0.783,6,22,diagram
S0060,K080,5,0.459,1,18,diagram
S0060,K002,10,0.724,4,19,diagram
S0060,K079,7,0.397,2,22,diagram
S0061,K026,13,0.512,5,28,examples
S0061,K001,5,0.578,2,13,examples
S0061,K065,8,0.433,2,15,examples
S0061,K061,11,0.457,4,23,examples
S0061,K009,6,0.537,2,21,examples
S0061,K018,8,0.546,3,22,examples
S0061,K032,9,0.66,4,20,examples
S0061,K027,9,0.637,4,10,examples
S0061,K021,9,0.594,3,20,examples
S0061,K058,6,0.555,2,10,examples
S0061,K080,7,0.39,2,27,examples
S0061,K046,8,0.509,3,23,examples
S0061,K042,10,0.552,4,14,examples
S0061,K073,8,0.358,2,22,examples
S0061,K054,5,0.53,2,20,examples
S0062,K028,8,0.661,3,13,examples
S0062,K001,6,0.506,2,30,examples
S0062,K005,9,0.737,4,23,examples
S0062,K076,4,0.423,1,19,examples
S0062,K032,13,0.748,6,24,examples
S0062,K014,13,0.613,5,24,examples
S0062,K063,14,0.73,6,24,examples
S0062,K016,6,0.699,2,24,examples
S0062,K080,13,0.378,4,22,examples
S0062,K039,7,0.742,3,25,examples
S0062,K073,7,0.502,2,6,examples
S0062,K054,13,0.778,6,9,examples
S0063,K028,13,0.848,7,28,examples
S0063,K065,11,0.677,5,28,examples
S0063,K068,7,0.792,3,29,examples
S0063,K024,11,0.777,5,26,examples
S0063,K057,10,0.626,4,27,examples
S0063,K018,15,0.891,8,18,examples
S0063,K032,6,0.53,2,19,examples
S0063,K022,7,0.639,3,22,examples
S0063,K014,10,0.739,4,22,examples
S0063,K063,12,0.735,5,17,examples
S0063,K048,9,0.689,4,18,examples
S0063,K056,9,0.705,4,25,examples
S0063,K003,9,0.684,4,29,examples
S0063,K062,7,0.705,3,23,examples
S0063,K046,8,0.749,3,26,examples
S0063,K042,9,0.771,4,15,examples
S0064,K020,5,0.535,2,16,explanation
S0064,K050,5,0.507,2,14,explanation
S0064,K013,9,0.416,3,21,explanation
S0064,K005,4,0.287,1,17,explanation
S0064,K044,5,0.518,2,15,explanation
S0064,K057,10,0.375,3,15,explanation
S0064,K052,5,0.441,1,21,explanation
S0064,K006,8,0.418,2,18,explanation
S0064,K027,5,0.539,2,18,explanation
S0064,K056,8,0.582,3,17,explanation
S0064,K021,10,0.564,4,21,explanation
S0064,K053,5,0.613,2,12,explanation
S0064,K055,5,0.497,1,20,explanation
S0064,K002,7,0.483,2,17,explanation
S0065,K020,9,0.365,3,17,examples
S0065,K075,7,0.287,2,18,examples
S0065,K025,12,0.575,5,18,examples
S0065,K023,3,0.407,1,14,examples
S0065,K031,7,0.484,2,12,examples
S0065,K001,3,0.296,0,19,examples
S0065,K011,5,0.357,1,19,examples
S0065,K061,4,0.362,1,21,examples
S0065,K044,5,0.461,1,19,examples
S0065,K067,4,0.273,1,10,examples
S0065,K032,4,0.388,1,11,examples
S0065,K045,6,0.312,1,13,examples
S0065,K006,6,0.389,2,16,examples
S0065,K035,5,0.232,1,17,examples
S0065,K019,6,0.431,2,20,examples
S0065,K014,2,0.295,0,24,examples
S0065,K017,1,0.477,0,18,examples
S0065,K034,10,0.442,3,10,examples
S0065,K058,5,0.166,1,17,examples
S0065,K053,10,0.35,3,15,examples
S0065,K033,4,0.315,1,14,examples
S0065,K046,11,0.395,3,15,examples
S0065,K042,9,0.35,3,19,examples
S0065,K073,5,0.093,1,12,examples
S0066,K031,2,0.39,0,19,practice
S0066,K072,5,0.249,1,12,practice
S0066,K001,6,0.278,1,13,practice
S0066,K060,6,0.399,2,12,practice
S0066,K036,10,0.399,3,16,practice
S0066,K010,5,0.371,1,16,practice
S0066,K040,7,0.383,2,15,practice
S0066,K076,3,0.224,0,13,practice
S0066,K009,6,0.219,1,21,practice
S0066,K045,5,0.316,1,10,practice
S0066,K035,4,0.302,1,12,practice
S0066,K017,5,0.398,1,8,practice
S0066,K003,7,0.449,2,18,practice
S0066,K008,11,0.445,4,20,practice
S0066,K016,9,0.464,3,21,practice
S0066,K062,7,0.236,2,22,practice
S0066,K078,3,0.249,0,19,practice
S0066,K073,4,0.21,1,14,practice
S0067,K075,4,0.433,1,27,diagram
S0067,K029,4,0.427,1,22,diagram
S0067,K023,6,0.53,2,18,diagram
S0067,K001,7,0.493,2,25,diagram
S0067,K030,5,0.348,1,23,diagram
S0067,K010,1,0.307,0,31,diagram
S0067,K049,2,0.407,0,16,diagram
S0067,K069,7,0.23,2,13,diagram
S0067,K071,9,0.365,3,18,diagram
S0067,K043,11,0.59,4,25,diagram
S0067,K048,9,0.604,3,21,diagram
S0067,K056,8,0.58,3,20,diagram
S0067,K042,8,0.552,3,15,diagram
S0067,K079,7,0.423,2,24,diagram
S0068,K029,4,0.102,0,15,diagram
S0068,K023,5,0.372,1,22,diagram
S0068,K061,6,0.353,2,21,diagram
S0068,K024,6,0.115,1,14,diagram
S0068,K057,3,0.174,0,17,diagram
S0068,K018,6,0.192,1,20,diagram
S0068,K052,3,0.176,0,20,diagram
S0068,K027,2,0.179,0,14,diagram
S0068,K056,3,0.221,0,16,diagram
S0068,K003,5,0.232,1,16,diagram
S0068,K033,4,0.184,1,19,diagram
S0068,K080,2,0.214,0,23,diagram
S0068,K054,6,0.225,1,22,diagram
S0069,K037,2,0.157,0,18,examples
S0069,K025,5,0.311,1,17,examples
S0069,K026,5,0.455,1,27,examples
S0069,K072,2,0.078,0,14,examples
S0069,K011,3,0.127,0,14,examples
S0069,K050,2,0.164,0,18,examples
S0069,K010,8,0.187,2,24,examples
S0069,K061,5,0.294,1,10,examples
S0069,K049,6,0.231,1,19,examples
S0069,K024,6,0.352,2,18,examples
S0069,K052,5,0.372,1,21,examples
S0069,K059,2,0.245,0,23,examples
S0069,K071,4,0.242,1,18,examples
S0069,K014,1,0.0,0,9,examples
S0069,K043,5,0.236,1,7,examples
S0069,K070,2,0.38,0,20,examples
S0069,K003,4,0.285,1,24,examples
S0069,K058,6,0.217,1,25,examples
S0069,K016,6,0.179,1,19,examples
S0069,K053,4,0.264,1,20,examples
S0069,K041,6,0.109,1,32,examples
S0069,K055,4,0.246,1,9,examples
S0069,K015,4,0.178,1,24,examples
S0070,K075,9,0.446,3,15,examples
S0070,K028,6,0.3,1,19,examples
S0070,K050,9,0.275,2,9,examples
S0070,K061,4,0.342,1,14,examples
S0070,K049,3,0.379,1,21,examples
S0070,K067,8,0.223,2,24,examples
S0070,K018,3,0.379,1,17,examples
S0070,K059,3,0.201,0,36,examples
S0070,K022,6,0.343,2,19,examples
S0070,K064,6,0.377,2,16,examples
S0070,K056,5,0.463,1,21,examples
S0070,K058,5,0.234,1,25,examples
S0071,K025,3,0.061,0,12,examples
S0071,K028,2,0.005,0,18,examples
S0071,K023,1,0.043,0,17,examples
S0071,K026,2,0.0,0,24,examples
S0071,K051,2,0.117,0,10,examples
S0071,K031,6,0.122,1,12,examples
S0071,K010,3,0.084,0,19,examples
S0071,K013,3,0.086,0,16,examples
S0071,K049,3,0.103,0,16,examples
S0071,K005,2,0.147,0,14,examples
S0071,K076,1,0.018,0,27,examples
S0071,K009,5,0.282,1,14,examples
S0071,K018,1,0.0,0,16,examples
S0071,K052,2,0.156,0,8,examples
S0071,K027,1,0.165,0,14,examples
S0071,K003,6,0.135,1,14,examples
S0071,K077,5,0.21,1,18,examples
S0071,K041,3,0.071,0,15,examples
S0071,K002,4,0.059,0,16,examples
S0071,K042,5,0.143,1,22,examples
S0071,K079,1,0.219,0,18,examples
S0072,K037,5,0.355,1,17,diagram
S0072,K028,5,0.454,1,28,diagram
S0072,K050,2,0.351,0,19,diagram
S0072,K061,10,0.347,3,19,diagram
S0072,K035,6,0.392,2,32,diagram
S0072,K059,6,0.343,2,25,diagram
S0072,K038,7,0.286,2,25,diagram
S0072,K022,3,0.446,1,18,diagram
S0072,K019,8,0.458,3,18,diagram
S0072,K014,3,0.314,0,15,diagram
S0072,K043,9,0.301,2,21,diagram
S0072,K064,6,0.347,2,16,diagram
S0072,K056,4,0.322,1,25,diagram
S0072,K021,4,0.385,1,17,diagram
S0072,K008,6,0.269,1,15,diagram
S0072,K058,7,0.27,2,23,diagram
S0072,K053,3,0.489,1,13,diagram
S0072,K077,3,0.295,0,12,diagram
S0072,K041,5,0.339,1,14,diagram
S0072,K033,2,0.32,0,18,diagram
S0072,K015,4,0.093,0,16,diagram
S0072,K039,7,0.588,3,29,diagram
S0072,K073,3,0.094,0,21,diagram
S0073,K075,5,0.306,1,21,explanation
S0073,K026,4,0.457,1,21,explanation
S0073,K011,3,0.383,1,18,explanation
S0073,K009,5,0.506,2,7,explanation
S0073,K045,7,0.468,2,8,explanation
S0073,K059,9,0.363,3,16,explanation
S0073,K071,4,0.359,1,24,explanation
S0073,K014,9,0.428,3,11,explanation
S0073,K043,9,0.538,3,9,explanation
S0073,K017,11,0.525,4,22,explanation
S0073,K008,3,0.471,1,22,explanation
S0073,K058,10,0.296,3,15,explanation
S0073,K077,3,0.409,1,25,explanation
S0073,K033,8,0.46,3,18,explanation
S0073,K079,5,0.337,1,23,explanation
S0074,K020,5,0.629,2,11,explanation
S0074,K028,8,0.7,3,20,explanation
S0074,K051,4,0.694,1,12,explanation
S0074,K031,6,0.644,2,10,explanation
S0074,K011,7,0.412,2,16,explanation
S0074,K061,7,0.516,2,19,explanation
S0074,K068,11,0.571,4,20,explanation
S0074,K067,11,0.542,4,20,explanation
S0074,K069,11,0.481,4,15,explanation
S0074,K006,9,0.408,3,15,explanation
S0074,K019,14,0.691,6,15,explanation
S0074,K014,11,0.435,4,20,explanation
S0074,K063,4,0.657,1,21,explanation
S0074,K048,11,0.536,4,17,explanation
S0074,K017,4,0.644,1,15,explanation
S0074,K047,7,0.663,3,22,explanation
S0074,K008,8,0.486,3,17,explanation
S0074,K058,4,0.567,1,24,explanation
S0074,K016,13,0.731,6,20,explanation
S0075,K075,4,0.192,1,15,explanation
S0075,K029,2,0.277,0,14,explanation
S0075,K001,7,0.233,2,16,explanation
S0075,K030,7,0.38,2,16,explanation
S0075,K013,5,0.267,1,25,explanation
S0075,K061,5,0.171,1,16,explanation
S0075,K076,5,0.28,1,15,explanation
S0075,K052,4,0.255,1,12,explanation
S0075,K032,2,0.183,0,9,explanation
S0075,K059,8,0.275,2,24,explanation
S0075,K027,4,0.185,1,15,explanation
S0075,K014,6,0.266,1,9,explanation
S0075,K048,10,0.234,2,18,explanation
S0075,K056,4,0.194,1,7,explanation
S0075,K033,4,0.301,1,23,explanation
S0075,K080,2,0.047,0,18,explanation
S0075,K046,7,0.243,2,10,explanation
S0075,K002,6,0.18,1,18,explanation
S0076,K029,9,0.308,2,20,explanation
S0076,K037,5,0.359,1,18,explanation
S0076,K028,10,0.212,2,16,explanation
S0076,K026,5,0.241,1,21,explanation
S0076,K011,4,0.235,1,22,explanation
S0076,K013,7,0.264,2,23,explanation
S0076,K009,4,0.357,1,15,explanation
S0076,K018,9,0.328,2,10,explanation
S0076,K006,4,0.336,1,19,explanation
S0076,K035,11,0.577,4,23,explanation
S0076,K048,6,0.341,2,24,explanation
S0076,K003,3,0.238,0,10,explanation
S0076,K080,5,0.342,1,20,explanation
S0076,K078,5,0.129,1,13,explanation
S0076,K073,1,0.171,0,14,explanation
S0077,K075,7,0.567,2,18,explanation
S0077,K029,9,0.894,5,17,explanation
S0077,K025,7,0.766,3,25,explanation
S0077,K023,8,0.707,3,29,explanation
S0077,K031,9,0.843,4,11,explanation
S0077,K072,4,0.598,1,16,explanation
S0077,K011,6,0.586,2,25,explanation
S0077,K030,11,0.789,5,21,explanation
S0077,K061,12,0.603,5,17,explanation
S0077,K049,8,0.854,4,31,explanation
S0077,K004,12,0.702,5,30,explanation
S0077,K009,10,0.619,4,12,explanation
S0077,K052,4,0.794,2,28,explanation
S0077,K032,8,0.836,4,14,explanation
S0077,K006,12,0.503,4,31,explanation
S0077,K071,10,0.538,4,21,explanation
S0077,K027,8,0.817,4,27,explanation
S0077,K003,11,0.668,5,21,explanation
S0077,K008,7,0.811,3,24,explanation
S0078,K025,6,0.522,2,21,diagram
S0078,K031,8,0.523,3,20,diagram
S0078,K030,9,0.535,3,17,diagram
S0078,K050,9,0.386,3,11,diagram
S0078,K010,7,0.382,2,22,diagram
S0078,K061,5,0.502,2,21,diagram
S0078,K044,11,0.478,4,8,diagram
S0078,K014,5,0.375,1,22,diagram
S0078,K007,7,0.421,2,12,diagram
S0078,K017,8,0.532,3,18,diagram
S0078,K003,8,0.285,2,27,diagram
S0078,K016,5,0.52,2,21,diagram
S0078,K015,5,0.387,1,12,diagram
S0079,K031,2,0.459,0,21,diagram
S0079,K001,5,0.411,1,31,diagram
S0079,K060,5,0.544,2,21,diagram
S0079,K036,7,0.583,3,16,diagram
S0079,K030,9,0.526,3,21,diagram
S0079,K010,8,0.453,3,14,diagram
S0079,K013,8,0.574,3,27,diagram
S0079,K049,10,0.388,3,21,diagram
S0079,K018,6,0.626,2,14,diagram
S0079,K006,4,0.502,1,18,diagram
S0079,K059,7,0.369,2,15,diagram
